pathway,processes,12858.0BR.3.R1.fastq.gz,12858.0KC.2.R1.fastq.gz,12858.0MR.4.R1.fastq.gz,12858.0TB.1.R1.fastq.gz,12858.10BR.49.R1.fastq.gz,12858.10KC.47.R1.fastq.gz,12858.10MR.50.R1.fastq.gz,12858.10TB.46.R1.fastq.gz,12858.11BR.52.R1.fastq.gz,12858.11KC.51.R1.fastq.gz,12858.11MR.53.R1.fastq.gz,12858.11TB.81.R1.fastq.gz,12858.12BR.56.R1.fastq.gz,12858.12KC.55.R1.fastq.gz,12858.12MR.57.R1.fastq.gz,12858.12TB.54.R1.fastq.gz,12858.13BR.60.R1.fastq.gz,12858.13KC.59.R1.fastq.gz,12858.13MR.61.R1.fastq.gz,12858.13TB.58.R1.fastq.gz,12858.14BR.64.R1.fastq.gz,12858.14KC.63.R1.fastq.gz,12858.14MR.65.R1.fastq.gz,12858.14TB.62.R1.fastq.gz,12858.15BR.68.R1.fastq.gz,12858.15KC.67.R1.fastq.gz,12858.15MR.69.R1.fastq.gz,12858.15TB.66.R1.fastq.gz,12858.16BR.72.R1.fastq.gz,12858.16KC.71.R1.fastq.gz,12858.16MR.73.R1.fastq.gz,12858.16TB.70.R1.fastq.gz,12858.17BR.76.R1.fastq.gz,12858.17KC.75.R1.fastq.gz,12858.17MR.77.R1.fastq.gz,12858.17TB.74.R1.fastq.gz,12858.18BR.82.R1.fastq.gz,12858.18KC.79.R1.fastq.gz,12858.18MR.83.R1.fastq.gz,12858.18TB.78.R1.fastq.gz,12858.19BR.86.R1.fastq.gz,12858.19KC.85.R1.fastq.gz,12858.19MR.87.R1.fastq.gz,12858.19TB.84.R1.fastq.gz,12858.1BR.7.R1.fastq.gz,12858.1KC.6.R1.fastq.gz,12858.1MR.8.R1.fastq.gz,12858.1TB.5.R1.fastq.gz,12858.20BR.90.R1.fastq.gz,12858.20KC.89.R1.fastq.gz,12858.20MR.91.R1.fastq.gz,12858.20TB.88.R1.fastq.gz,12858.21BR.94.R1.fastq.gz,12858.21KC.93.R1.fastq.gz,12858.21MR.95.R1.fastq.gz,12858.21TB.92.R1.fastq.gz,12858.22BR.98.R1.fastq.gz,12858.22KC.97.R1.fastq.gz,12858.22MR.99.R1.fastq.gz,12858.22TB.96.R1.fastq.gz,12858.23BR.102.R1.fastq.gz,12858.23KC.101.R1.fastq.gz,12858.23MR.103.R1.fastq.gz,12858.23TB.100.R1.fastq.gz,12858.24BR.106.R1.fastq.gz,12858.24KC.105.R1.fastq.gz,12858.24MR.107.R1.fastq.gz,12858.24TB.104.R1.fastq.gz,12858.2ABR.15.R1.fastq.gz,12858.2AKC.10.R1.fastq.gz,12858.2AMR.12.R1.fastq.gz,12858.2ATB.9.R1.fastq.gz,12858.2BBR.11.R1.fastq.gz,12858.2BKC.14.R1.fastq.gz,12858.2BMR.16.R1.fastq.gz,12858.2BTB.13.R1.fastq.gz,12858.3BR.19.R1.fastq.gz,12858.3KC.18.R1.fastq.gz,12858.3MR.20.R1.fastq.gz,12858.3TB.17.R1.fastq.gz,12858.4BR.23.R1.fastq.gz,12858.4KC.22.R1.fastq.gz,12858.4MR.25.R1.fastq.gz,12858.4TB.21.R1.fastq.gz,12858.5BR.28.R1.fastq.gz,12858.5KC.27.R1.fastq.gz,12858.5MR.29.R1.fastq.gz,12858.5TB.26.R1.fastq.gz,12858.6BR.32.R1.fastq.gz,12858.6KC.31.R1.fastq.gz,12858.6MR.33.R1.fastq.gz,12858.6TB.30.R1.fastq.gz,12858.7BR.36.R1.fastq.gz,12858.7KC.35.R1.fastq.gz,12858.7MR.37.R1.fastq.gz,12858.7TB.34.R1.fastq.gz,12858.8BR.40.R1.fastq.gz,12858.8KC.39.R1.fastq.gz,12858.8MR.41.R1.fastq.gz,12858.8TB.38.R1.fastq.gz,12858.9BR.44.R1.fastq.gz,12858.9KC.43.R1.fastq.gz,12858.9MR.45.R1.fastq.gz,12858.9TB.42.R1.fastq.gz
PWY-5347,superpathway-of-L-methionine-biosynthesis-(transsulfuration),21126.00467,8949.994383,8751.203384,10469.52171,19086.88841,22804.88659,18556.69516,12486.28122,16472.71966,15634.25901,21911.76044,14805.00721,11398.64741,22336.90077,13475.17644,10696.16625,11238.20373,14836.34934,7688.030815,7183.308077,13731.45936,16074.2645,16215.11196,8612.919126,14869.39435,18708.41385,12400.91658,11890.41842,17223.81724,19875.21923,14575.17916,6745.757887,13031.46246,21251.137,26185.33359,13412.84767,13263.61372,15569.81778,25704.53287,18220.1254,20366.10178,29519.3791,25688.56322,6162.581513,18304.23416,23699.77578,17326.26018,11275.91331,24669.23454,24300.38663,29269.63365,14628.74389,25129.13623,30063.46008,30451.28128,11132.1851,18191.50069,27003.4131,26257.28725,15643.71345,23377.71769,20376.50258,29288.66746,21567.51717,21558.90396,26351.09227,25118.18291,10664.52552,28382.47966,10541.82629,13552.40438,10885.32384,21130.32527,18558.72018,14388.56901,16584.29833,20093.27253,25456.98224,15503.0134,12547.18005,16330.8927,31049.75265,16053.29608,10375.46544,6174.178903,26351.69538,20550.72458,12274.18773,20171.01304,20749.24636,15717.33955,12909.98898,13058.62265,30977.91915,26502.49192,5684.54073,13917.21749,31698.97727,21992.21723,18590.30186,12573.34144,20449.32012,21119.7963,7094.618607
PWY-5384,sucrose-degradation-IV-(sucrose-phosphorylase),10838.39321,10758.8504,4948.163012,9293.919715,12784.98424,15061.9484,12283.10593,3998.638388,10085.35558,10229.71495,15991.06865,8525.996904,6110.138565,12684.30907,9367.416681,6711.986922,6238.469839,6933.979802,21449.93866,2467.693665,5569.271498,7657.970529,13297.47922,4868.491136,6774.412901,8596.322225,8305.917366,5648.973689,10138.72645,7346.062336,9242.911912,2820.379069,6965.637355,9187.460108,10535.34078,10736.34285,7346.752946,4722.097448,16556.6478,10847.18835,9563.711768,14034.17902,11269.9183,7379.149282,7973.639531,15612.9622,8775.703724,3741.347826,9546.648597,8144.780497,11465.72325,11448.10195,11769.37524,15136.61688,17780.5291,2320.170837,9004.001985,15205.7843,13020.60822,5396.16939,10786.91712,32982.0259,16715.67024,8930.05261,10901.43563,11257.88071,13497.67175,5826.50359,18407.36194,6868.943282,6886.875541,5207.427646,10257.67821,33619.80338,7892.856945,12517.54758,9234.514669,7892.408386,7731.85196,5768.97716,9250.124219,13145.95265,10377.63644,9980.03023,7323.287257,17931.21583,13130.5808,8429.849879,11731.6545,14271.56305,9124.136956,10172.82012,5359.338256,14615.61156,21725.78755,3525.229508,5248.992394,17054.05762,14595.68983,8428.41138,8125.724617,15479.63125,15938.18282,5562.506245
PWY-5415,catechol-degradation-I-(meta-cleavage-pathway),4628.785012,2657.290508,456.0791901,3173.181168,2881.4066,6766.924515,1311.912422,1092.556996,2582.230241,3800.494034,3157.763336,5826.6381,2696.242446,4296.690459,2438.77768,1972.849419,1464.877036,3655.660171,56.80287594,667.0495201,525.8599553,5040.794547,3016.692392,329.2878061,1658.294295,8031.373537,2956.457086,3289.699948,5464.200963,8792.592658,1073.168268,2010.115286,1443.822319,7900.567266,3384.859574,5672.432444,904.6907219,6805.662074,1776.797946,4833.886287,4153.579131,9635.917418,3003.243544,3525.722954,2578.136339,5079.786541,1347.111057,3563.013158,2366.730175,10132.61182,3214.858464,3477.67645,3560.933805,11797.39058,3201.721396,701.1181151,3824.543636,8768.19727,2774.451606,3110.091781,2538.420904,7324.916509,1747.083434,4725.596317,3939.259515,12288.71728,4696.089537,2546.457152,4053.797187,2772.207979,1970.291029,3294.597623,2021.507522,1470.577338,819.0122901,2912.285304,5085.417819,1677.319934,1659.377228,4039.751398,3459.163859,9056.097104,3744.561099,5469.078254,842.7966733,6885.626696,1537.301199,4766.641527,1830.306822,5078.202425,1510.99808,5324.203948,1170.186454,13669.28393,6847.849598,1518.917155,1261.587518,16013.10676,3202.00006,4164.472076,1899.934711,5893.026316,3337.952649,479.5210399
PWY-5417,catechol-degradation-III-(ortho-cleavage-pathway),7404.041372,3652.983796,2428.87379,5074.648576,5400.45032,7991.58952,2629.238642,1109.46805,3966.994318,6247.954375,5353.379501,4440.596535,3196.514802,7797.515081,3295.044437,606.9482353,2671.82547,4971.020725,17458.7267,753.4981858,2736.54006,6583.752359,6159.893419,670.4568177,3341.553524,6792.394585,3466.31729,3285.628577,4102.783061,9880.796734,6844.053645,2228.711661,8686.861947,7476.925399,7066.486927,4515.903739,5772.377559,6038.02535,6584.808575,4796.943652,7208.366592,6994.533741,9841.493955,3687.585993,4589.524722,9031.272086,7066.904861,1930.398696,7495.853912,6805.787873,4024.680005,5955.852722,9115.498647,8122.832794,7774.458157,539.0294922,4264.96032,8465.733751,7825.185812,2589.103478,5527.017605,30364.92593,8239.167689,4659.684331,4678.670767,11802.67722,7335.446765,2971.904565,6890.064319,2507.228941,5296.470679,2982.997082,3417.633213,29653.2959,3170.732082,5046.071163,5918.313502,3064.519695,3197.421096,2986.878866,5540.893583,9350.038261,5129.076676,6132.229673,7068.317009,9282.082851,3971.558658,4774.426639,8222.735018,8651.669687,2759.517116,4890.079079,2921.1834,15221.54658,9191.3449,2221.397808,2041.603435,16527.44425,3884.401562,4287.708422,4500.167692,8676.712953,5402.780035,2612.570978
PWY-5419,catechol-degradation-to-2-oxopent-4-enoate-II,2048.216943,1272.314785,337.8816997,1583.507811,1456.809991,4322.601163,0,554.6745245,1026.929474,1891.997028,1173.262937,3414.607759,938.4040263,2438.092014,1300.245391,410.5481438,1006.583559,2472.625556,45.64211442,361.6528937,458.8025694,2572.305266,1049.510508,128.3422122,418.5453444,6484.812561,461.0224783,1588.273536,2238.097619,8628.488966,774.7864493,988.9766523,955.0763155,6229.472167,2235.469353,3499.061566,0,4999.351086,1020.275609,2850.09986,2323.060774,5001.606585,1700.820458,2179.076289,1399.720912,3316.667116,1269.426462,1309.842692,1461.438535,6096.133258,1181.510606,1639.703481,2237.851072,6015.15904,1702.237501,155.8843031,2408.823377,3533.574915,1849.998215,1433.775338,1612.865916,3370.854582,948.6519601,2301.30299,2442.819311,5046.786165,3086.839435,1284.155625,2460.243968,1192.66938,1054.97794,1686.117856,958.7324927,1115.739575,724.1780025,1790.005694,2789.762888,1570.020027,351.4120471,2513.484355,1677.241989,7055.274526,2630.686389,3382.650356,806.4321611,4573.097283,1178.693717,2768.081824,780.3425945,4321.794307,825.1689492,3223.129853,772.2755668,8835.545632,3697.489846,326.0228064,1002.904204,9494.18737,1611.2899,1998.532776,732.9404581,3624.85059,2247.831808,338.6182546
PWY-5420,catechol-degradation-II-(meta-cleavage-pathway),2663.922825,1762.239943,369.7928203,2116.357774,1868.392465,5159.549832,0,707.6286179,1391.807986,2471.352665,1620.935726,4151.887677,1313.022242,3063.023958,1644.473188,650.7066695,1167.543684,2917.42068,53.20864497,463.5071498,494.1692624,3344.316675,1464.730708,175.5690368,612.1759593,7230.95016,721.5597051,2034.673052,2991.117394,8904.355637,922.5638874,1238.013351,1123.679645,6889.902813,2643.92057,4222.142634,0,5686.838888,1270.362784,3445.947291,2812.286567,6422.113984,2097.97349,2580.099522,1716.792202,4072.460821,1308.380209,1824.21028,1757.196345,7406.180418,1608.425736,2112.777808,2677.964166,7651.662441,2143.333309,232.1727314,2783.921566,4779.521024,2186.554184,1896.268133,1894.182176,4448.246881,1209.588732,2922.824003,2848.834998,6941.296228,3567.10949,1602.383202,2971.104391,1536.08254,1291.417805,2153.719641,1231.929533,1248.473245,773.4009538,2195.674164,3416.600933,1645.762422,532.6285779,3016.440464,2158.733764,7915.37362,2972.32182,4070.557104,895.6083742,5411.561238,1337.902218,3416.663278,1055.9499,4639.750052,1034.374802,3992.987277,904.8851082,10852.02453,4663.578763,495.3599045,1111.335793,12420.93497,2057.706955,2554.693217,1016.466762,4459.113664,2669.813549,407.4603623
PWY-5430,meta-cleavage-pathway-of-aromatic-compounds,2631.28873,1695.389575,331.2614066,2166.175178,1796.604909,4317.3248,0,679.2719235,1346.393137,1910.660814,1558.35219,3876.632385,1212.410068,2684.357599,1600.177224,549.9058824,1158.319776,2182.560014,57.10308084,439.7921405,518.4223513,2824.493737,1438.342405,173.0611887,583.7717195,4836.523873,630.1706475,1840.852819,2610.706026,6601.776856,978.5855877,1138.484659,1197.228591,4858.053254,2471.41956,3831.961921,0,4040.236893,1243.23887,3281.092896,2784.57411,4245.95392,2090.857959,2415.565488,1608.184581,3631.808924,1398.509493,1624.160628,1724.826312,3067.385116,1309.091632,2075.503604,2647.466398,4076.619487,1694.9737,204.4406736,2482.892442,3894.508704,2011.287684,1748.530352,1823.040903,4197.001605,775.5170534,2735.937437,2647.896564,5922.272894,3418.598795,1513.362698,2929.327595,1369.257857,1280.953298,1839.164029,1030.059963,1245.438536,789.5380736,2193.36933,3255.804687,1539.157012,319.5106266,2736.798825,2127.268962,6105.208608,2895.14536,3952.830637,490.7846033,4548.726539,1376.546445,3142.693838,1068.399024,4172.632906,1018.728111,3766.99794,854.7541358,9764.76512,4624.625639,460.4347753,1075.056109,10856.87171,1969.734006,2390.306536,1026.230023,3972.039402,2624.110148,428.3990209
PWY-5431,aromatic-compounds-degradation-via-&beta;-ketoadipate,7404.041372,3652.983796,2428.87379,5074.648576,5400.45032,7991.58952,2629.238642,1109.46805,3966.994318,6247.954375,5353.379501,4440.596535,3196.514802,7797.515081,3295.044437,606.9482353,2671.82547,4971.020725,17458.7267,753.4981858,2736.54006,6583.752359,6159.893419,670.4568177,3341.553524,6792.394585,3466.31729,3285.628577,4102.783061,9880.796734,6844.053645,2228.711661,8686.861947,7476.925399,7066.486927,4515.903739,5772.377559,6038.02535,6584.808575,4796.943652,7208.366592,6994.533741,9841.493955,3687.585993,4589.524722,9031.272086,7066.904861,1930.398696,7495.853912,6805.787873,4024.680005,5955.852722,9115.498647,8122.832794,7774.458157,539.0294922,4264.96032,8465.733751,7825.185812,2589.103478,5527.017605,30364.92593,8239.167689,4659.684331,4678.670767,11802.67722,7335.446765,2971.904565,6890.064319,2507.228941,5296.470679,2982.997082,3417.633213,29653.2959,3170.732082,5046.071163,5918.313502,3064.519695,3197.421096,2986.878866,5540.893583,9350.038261,5129.076676,6132.229673,7068.317009,9282.082851,3971.558658,4774.426639,8222.735018,8651.669687,2759.517116,4890.079079,2921.1834,15221.54658,9191.3449,2221.397808,2041.603435,16527.44425,3884.401562,4287.708422,4500.167692,8676.712953,5402.780035,2612.570978
PWY-5484,glycolysis-II-(from-fructose-6-phosphate),33667.67809,28827.50261,13079.09956,24239.88439,26487.75727,31063.74123,24968.9219,30416.69028,24940.55172,17195.37071,29602.36717,34015.20074,17098.68253,23524.46774,19350.81403,15991.62461,17583.21225,17462.79514,12641.75273,21050.84973,20321.02569,16280.29487,22392.29703,21028.7688,20153.78941,23436.53152,17440.52789,25949.46871,26123.44658,21108.61304,15587.07382,17864.35252,17012.19287,24692.56993,24906.18368,34946.42207,14877.69143,18004.31633,31859.88658,31257.84654,31811.1881,33622.30545,24809.79108,29791.58636,31444.6364,23583.78048,19742.58249,23655.90691,25875.54514,28700.33276,42064.99564,30379.57304,29641.55656,36622.83043,36157.30595,27030.90859,35138.29377,33508.42227,30691.40878,34710.65449,31648.60799,31702.38312,37971.08216,42862.22745,35192.98023,30458.50718,33401.16472,28754.4824,38246.1585,25165.10445,17928.66736,26575.47254,29071.35078,18795.45287,33785.63392,32564.52048,32707.35948,36801.08928,23812.13982,26867.41251,27499.30692,36051.69312,22634.16151,27738.19366,9734.972164,33406.76348,25789.12097,19525.7042,34536.78594,24387.59439,22904.04555,33480.60806,23235.22457,35126.4411,36909.10507,10719.16183,27631.03244,38756.5356,33660.474,38050.88821,21761.68061,25288.82477,26752.85062,14918.86899
PWY-5499,vitamin-B6-degradation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,0,0,0,453,0,0,0,730,0,0,0,472,0,0,0,676,0,0,0,573,0,0,0,0,0,0,0,516,0,0,0,751,0,0,0,492,0,0,0,678,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,401,0,0,0,377,0,0,0,427,0,0,0,250,0,0,0,289,0,0,0,131,0,0
PWY-5505,L-glutamate-and-L-glutamine-biosynthesis,16402.45753,10634.37428,5689.822563,5825.275767,9712.283681,12205.26785,5291.50594,5696.824094,11734.21593,9744.365531,11907.04619,5964.885663,7578.780033,15107.22981,8675.877403,8948.283832,8639.532911,6691.008356,4648.781118,4453.932309,9326.631155,8823.645038,12860.70207,3883.242373,11234.65962,16134.16746,9134.199965,5872.439428,11369.03996,17287.45732,12213.5398,3747.956843,19668.75947,15576.27551,17471.11777,6420.46058,10145.47028,9971.285752,22932.28254,9370.251335,18545.86217,20655.01504,19591.41611,5480.433649,12476.45923,13501.90082,15586.29897,2502.27219,17749.7151,16225.30168,21149.92016,6910.719289,19088.67692,24034.73035,24681.86295,3397.62989,13479.8346,19049.81894,18847.30661,7399.09671,16195.74207,9911.361358,20929.42525,7575.10991,12566.01466,16689.20608,17605.50947,6784.597463,16761.09985,6535.414598,11857.16711,5820.59994,19795.13313,2773.631956,9387.684042,5859.485968,15654.38901,6240.26655,9166.647868,6232.534152,12531.06307,13195.73047,11691.66097,6889.57054,6987.671451,19146.68121,9534.677094,8574.145309,15569.9586,14054.44073,8085.50811,10271.38994,7542.096492,12958.8258,16230.35526,1379.004762,8925.308413,11967.84648,11046.52066,7411.911442,8508.301455,15426.50403,11977.29023,2616.726502
PWY-5507,adenosylcobalamin-biosynthesis-I-(early-cobalt-insertion),2587.086865,0,983.0030955,4038.365406,3562.2541,3741.379021,2297.089133,3753.295022,2224.45426,1381.094778,4125.553466,4036.673279,1726.831151,767.1043671,2824.363346,1102.544888,1528.649439,0,1106.004742,3440.7208,3049.772773,866.6036269,3703.891398,3271.781831,1282.504775,623.8782827,1284.912903,3013.511298,2157.882496,0,1478.001799,1156.198115,3817.415437,121.12554,3991.065296,3681.823398,0,0,4618.805464,4978.93712,1637.213316,0,3319.899271,1692.876052,4790.566805,0,797.9955591,2961.051507,4240.216873,633.6559037,4579.100198,2958.265249,4451.568385,0,4527.750803,2101.46096,2355.737643,0,4595.971782,5573.383633,3701.182589,0,4651.720566,4571.041418,5599.374807,0,4461.861071,894.6947348,2187.726545,321.439994,1579.196989,0,3763.521871,124.8611984,2002.76647,4345.01013,3454.78494,0,2510.549784,3950.60091,3088.452425,113.0157212,2348.862443,1140.359834,334.2758056,1192.593509,3484.743552,1415.922471,4256.408594,0,2418.675085,4573.395581,2130.886013,3942.156188,5378.219376,1163.024619,2976.621522,2650.774735,5359.275209,5033.551795,3241.85894,1592.031542,6602.605532,1553.893989
PWY-5509,adenosylcobalamin-biosynthesis-from-cobyrinate-ac-diamide-I,12955.05103,5981.220978,3937.801497,13517.23223,8971.880014,9377.185648,5514.142134,7328.439551,9264.592845,7277.631368,9593.468641,11985.72642,5510.996553,8855.13734,6406.943062,7679.748021,6069.72486,5512.136423,19035.36154,7374.426784,6582.981723,6822.352928,9627.616928,6472.561851,6910.777446,8782.196005,6651.64668,6934.076922,8260.051083,9070.7274,9122.526454,3222.365366,11823.73218,7715.392169,9724.743592,11860.68683,7199.544894,4627.507175,12016.56852,12413.70844,11706.5663,12687.65913,10973.10005,6908.3005,10042.89332,11994.57969,8343.739031,5761.504803,9746.107959,6534.563392,14754.16996,12672.11819,11404.13725,13384.86815,12232.11779,5464.555924,10659.40396,13662.56774,11036.03169,10974.23702,10708.78169,32153.38485,12926.20318,11856.0534,11971.51598,13853.543,12056.48545,7729.40914,13127.6684,4702.399385,7400.600431,9202.904246,10405.30504,31766.69935,4870.580714,14023.66042,13262.63354,4725.905562,5616.87951,8203.149443,10094.46433,11392.73708,8327.495004,10535.14837,7248.493336,13056.50914,7245.574259,7511.789533,10896.69054,11018.56607,5134.534263,11495.84551,5162.263504,14561.62922,15950.78707,3388.756662,8978.492069,15436.00997,10113.15648,9863.772846,10085.91908,10696.84857,11108.24696,4659.321802
PWY-5529,superpathway-of-bacteriochlorophyll-a-biosynthesis,0,2798.02167,610.6591419,0,0,6732.97445,0,0,0,3029.804521,117.8805103,0,0,3261.771458,0,0,0,1258.612169,0,0,0,2778.926845,192.6217228,0,0,2398.667306,0,35.02680959,0,596.0035886,0,0,0,1889.417408,1875.060715,0,0,392.1132893,0,0,11.6327679,3066.541668,0,0,344.6950479,533.7795025,1337.557686,0,0,1108.489866,0,0,0,5034.069938,1838.130431,0,0,2081.895036,3483.025307,0,0,1014.366648,1948.933717,0,0,2483.177109,0,589.0153873,0,2870.784945,1401.222491,0,2430.046829,431.2694721,0,0,0,2215.937102,1422.468794,0,0,4514.348228,2386.397586,0,0,6430.185073,1728.127737,1022.517324,0,4891.065215,0,0,593.3114827,1392.002014,2446.405955,0,0,7594.903929,0,0,0,7491.066316,15.56179671,0
PWY-5531,chlorophyllide-a-biosynthesis-II-(anaerobic),462.8563943,5655.536543,1049.413257,0,2705.238701,8074.774265,615.3553879,321.9266897,2796.335952,3276.648849,3857.868762,171.0889306,855.6527453,5591.559272,2860.611144,208.2295149,2010.005233,3275.863156,742.8069127,130.9671902,1069.386832,3075.53666,4755.56617,233.0313653,1206.492459,3138.230928,2813.4481,200.4356359,3178.414168,1671.964545,812.3496883,0,1525.212056,4007.527565,2093.862623,0,196.6552983,1298.500455,8403.716994,1356.67329,1157.091286,5934.470467,2267.385071,811.0730358,687.1138903,1937.803984,1896.543779,538.9778754,2239.256974,5375.427357,3663.840699,571.2357529,3490.766105,7263.951255,9692.346647,0,1806.841465,4790.0654,4102.453162,0,1331.553338,2346.586822,6695.126471,79.03875132,1814.315579,3509.608901,4328.440037,686.4291855,76.71082402,3757.111261,2153.474699,97.19311803,9787.920637,3135.620704,2672.597328,276.1908629,754.9477786,2374.292273,2313.531338,391.2832847,509.6942137,4985.361462,3035.219156,0,0,8919.663862,3481.106827,1825.309231,1673.186916,5751.408873,2521.437153,3229.273325,1058.024451,9943.727678,5142.724449,116.7300588,401.1088531,12557.17662,4235.193887,0,1060.873461,8434.231196,4988.107427,307.4297832
PWY-5647,2-nitrobenzoate-degradation-I,502.2460902,0,0,671.7869465,165.8162037,2284.124477,0,0,106.1850127,647.3665386,0,305.2541086,308.3317518,358.0974637,184.2348607,0,0,516.4948112,20.31279518,0,0,931.0559064,34.75443059,0,32.71383245,2739.677159,63.88954505,598.6778706,978.6673579,3113.321614,167.8239625,0,44.50857362,2554.840884,908.6425398,67.44881876,0,2424.191674,0,233.920323,493.7497387,2113.850544,0,239.245252,0,1240.158544,353.2313019,0,57.63802802,3272.124172,160.7515203,150.6309582,545.5409659,3264.907219,691.9679922,0,201.5564684,1849.89365,144.2478766,0,200.471061,1686.106069,291.9118549,126.9664456,220.7255517,3260.301935,145.0526329,196.4316079,0,0,125.1951035,0,103.2869392,393.9176764,0,152.5034577,0,358.079618,0,305.1226624,0,3169.616497,0,335.8382868,188.1605988,1570.638959,0,608.5645507,242.0569124,1644.535416,0,200.2534948,151.1089353,5381.500207,313.0937563,0,144.5642823,6639.497202,164.1912802,172.1294538,128.2095109,1601.741,287.2140317,73.79736986
PWY-5651,L-tryptophan-degradation-to-2-amino-3-carboxymuconate-semialdehyde,655.9983594,996.7049379,226.9921723,875.8677686,194.2569412,3795.527577,75.52539967,0,511.0817608,2421.143827,565.4005026,350.9995375,537.2798423,2249.67525,479.7229104,787.8800315,0,745.1807488,280.551374,0,0,2484.339609,513.4145999,0,213.813873,4219.975993,129.7239464,789.2135095,1439.55636,4222.39197,382.8088833,188.3835254,175.2701976,3659.692997,1504.694089,101.003662,754.7757916,3193.777154,724.051561,1426.706852,906.8091323,6445.850988,717.1818277,294.8399752,0,3859.989822,797.455683,53.0078329,438.6412365,4186.575149,350.6953381,538.4979298,973.5696585,9953.434334,1396.327103,0,257.1524907,5373.561654,1425.560365,0,519.3291651,2405.401402,1082.17086,400.9484112,243.749875,4112.690972,151.970594,233.9484856,0,158.6494347,613.3830504,0,323.1584523,772.9427724,245.6373586,157.8998174,0,1139.930933,360.3796107,421.9853894,358.7797075,4650.065507,278.4859086,480.3930695,516.913083,2437.512294,310.5245407,1536.817267,845.9963464,2642.944058,0,208.1811761,223.2184215,8456.762135,519.8278226,0,276.4067853,9758.202881,574.5706019,196.1819342,463.1469793,3615.444006,414.6479507,85.196532
PWY-5654,2-amino-3-carboxymuconate-semialdehyde-degradation-to-2-oxopentenoate,860.9174312,0,146.3394007,1080.437342,310.2415745,2244.641012,0,323.9538905,264.3383356,646.7115041,0,686.5923848,352.8369705,526.7957794,172.1687345,0,151.7621283,667.1166723,16.61111111,259.4564885,0,1093.029358,29.20347574,86.15267176,28.04331999,3736.255729,66.33821558,745.2985174,1037.662795,4286.640309,161.8320611,0,40.40217391,3097.303477,1021.804949,80.41811184,0,3092.065758,0,205.1426506,501.2113721,2817.131083,0,424.5973059,254.6889791,1231.510594,343.9446449,137.220111,48.39689933,3784.016789,160.6895202,747.0672851,663.9318369,3838.251342,687.1348842,101.596767,351.7310681,2040.096366,119.4231943,293.6034921,203.5597466,1979.928292,269.539442,484.6470219,700.4996892,3528.160377,943.5372707,387.1637487,0,0,108.2993555,189.938662,129.8806926,435.6955066,0,999.6267164,221.9262202,329.6190357,0,352.0591647,0,3417.778826,0,412.9862661,174.19375,1745.436773,0,728.1758069,236.1438596,1870.038695,40.07002188,884.4998095,196.0256916,5449.405209,347.6636943,86.15085005,150.8172006,6658.386431,146.6943867,493.4559441,116.5305263,1620.459637,461.2412904,208.4034135
PWY-5655,L-tryptophan-degradation-IX,807.4172315,0,0,768.8466929,229.4632759,3049.094017,0,0,222.3339679,1217.221298,0,486.8970939,520.4346852,751.060714,333.0388143,0,0,839.7338201,39.66366089,0,0,1674.480244,79.75659574,0,70.69506328,4105.875741,111.5829372,827.3385245,1449.078813,4383.299883,298.4839513,0,92.61164174,3364.379483,1180.921352,120.2911566,0,3327.111228,0,497.0378749,717.1404482,3778.81805,0,386.5663824,0,2229.2912,592.62852,0,125.9242983,4566.093114,299.1273015,303.5230766,883.376559,5572.280456,1145.98658,0,333.9806541,3255.520418,315.449588,0,373.8959219,2580.401843,556.5368931,255.0845088,348.2169031,4642.435535,173.4120639,310.5106138,0,0,256.8766687,0,202.7715321,647.7388209,0,237.7185032,0,651.2431257,0,501.2598788,0,3818.916185,0,570.105547,329.3269886,2331.125178,0,1095.045989,460.5188294,2406.817115,0,312.6072374,249.7679911,7765.990193,557.022401,0,241.8870272,9330.70956,321.3577648,277.6181127,257.783951,2637.872077,467.6850506,114.524828
PWY-5659,GDP-mannose-biosynthesis,34033.02746,23884.52699,11324.99204,21734.58127,25731.56812,31972.65445,18538.48343,16346.90759,22632.91536,20131.87058,27631.12326,29205.46057,16693.79248,27631.46609,18337.2866,10014.42757,15431.72159,18807.27544,38000.09476,14266.4662,18703.39653,19911.45518,24569.65035,15806.08481,18946.32831,25422.05383,16038.50238,21051.07356,24642.93163,29160.42464,18072.66514,15283.5722,16106.86273,27863.81366,28170.45659,28372.65195,16010.37242,20263.74848,32696.68925,27081.06205,30853.60003,34869.24798,27654.19545,24264.75833,26455.07981,29234.67223,21084.21004,16962.05349,25790.55477,30409.07479,37148.24054,29054.74184,30228.06643,38962.97946,37883.6116,21588.80511,34537.70817,35086.93943,31047.09565,24184.98296,30548.01481,52665.51971,36544.25109,34915.90433,31430.7523,35565.87324,33406.18777,26025.27914,29505.20517,18478.63821,17195.50426,22251.68557,29663.59684,46457.35028,20006.34067,27897.39217,29241.20526,18447.55143,21204.81844,19985.34507,24436.11635,35889.94297,21865.49448,24604.19961,11757.12978,37259.94894,24087.92967,19150.97093,30427.86072,28771.41758,20133.94675,24852.69309,16009.16942,39371.90329,38337.93016,8928.039882,16151.56467,42505.61123,28254.05497,27871.14451,19341.32748,29027.39233,26496.33833,13777.72286
