pathway	12858.0BR.3.R1.fastq.gz	12858.0KC.2.R1.fastq.gz	12858.0MR.4.R1.fastq.gz	12858.0TB.1.R1.fastq.gz	12858.10BR.49.R1.fastq.gz	12858.10KC.47.R1.fastq.gz	12858.10MR.50.R1.fastq.gz	12858.10TB.46.R1.fastq.gz	12858.11BR.52.R1.fastq.gz	12858.11KC.51.R1.fastq.gz	12858.11MR.53.R1.fastq.gz	12858.11TB.81.R1.fastq.gz	12858.12BR.56.R1.fastq.gz	12858.12KC.55.R1.fastq.gz	12858.12MR.57.R1.fastq.gz	12858.12TB.54.R1.fastq.gz	12858.13BR.60.R1.fastq.gz	12858.13KC.59.R1.fastq.gz	12858.13MR.61.R1.fastq.gz	12858.13TB.58.R1.fastq.gz	12858.14BR.64.R1.fastq.gz	12858.14KC.63.R1.fastq.gz	12858.14MR.65.R1.fastq.gz	12858.14TB.62.R1.fastq.gz	12858.15BR.68.R1.fastq.gz	12858.15KC.67.R1.fastq.gz	12858.15MR.69.R1.fastq.gz	12858.15TB.66.R1.fastq.gz	12858.16BR.72.R1.fastq.gz	12858.16KC.71.R1.fastq.gz	12858.16MR.73.R1.fastq.gz	12858.16TB.70.R1.fastq.gz	12858.17BR.76.R1.fastq.gz	12858.17KC.75.R1.fastq.gz	12858.17MR.77.R1.fastq.gz	12858.17TB.74.R1.fastq.gz	12858.18BR.82.R1.fastq.gz	12858.18KC.79.R1.fastq.gz	12858.18MR.83.R1.fastq.gz	12858.18TB.78.R1.fastq.gz	12858.19BR.86.R1.fastq.gz	12858.19KC.85.R1.fastq.gz	12858.19MR.87.R1.fastq.gz	12858.19TB.84.R1.fastq.gz	12858.1BR.7.R1.fastq.gz	12858.1KC.6.R1.fastq.gz	12858.1MR.8.R1.fastq.gz	12858.1TB.5.R1.fastq.gz	12858.20BR.90.R1.fastq.gz	12858.20KC.89.R1.fastq.gz	12858.20MR.91.R1.fastq.gz	12858.20TB.88.R1.fastq.gz	12858.21BR.94.R1.fastq.gz	12858.21KC.93.R1.fastq.gz	12858.21MR.95.R1.fastq.gz	12858.21TB.92.R1.fastq.gz	12858.22BR.98.R1.fastq.gz	12858.22KC.97.R1.fastq.gz	12858.22MR.99.R1.fastq.gz	12858.22TB.96.R1.fastq.gz	12858.23BR.102.R1.fastq.gz	12858.23KC.101.R1.fastq.gz	12858.23MR.103.R1.fastq.gz	12858.23TB.100.R1.fastq.gz	12858.24BR.106.R1.fastq.gz	12858.24KC.105.R1.fastq.gz	12858.24MR.107.R1.fastq.gz	12858.24TB.104.R1.fastq.gz	12858.2ABR.15.R1.fastq.gz	12858.2AKC.10.R1.fastq.gz	12858.2AMR.12.R1.fastq.gz	12858.2ATB.9.R1.fastq.gz	12858.2BBR.11.R1.fastq.gz	12858.2BKC.14.R1.fastq.gz	12858.2BMR.16.R1.fastq.gz	12858.2BTB.13.R1.fastq.gz	12858.3BR.19.R1.fastq.gz	12858.3KC.18.R1.fastq.gz	12858.3MR.20.R1.fastq.gz	12858.3TB.17.R1.fastq.gz	12858.4BR.23.R1.fastq.gz	12858.4KC.22.R1.fastq.gz	12858.4MR.25.R1.fastq.gz	12858.4TB.21.R1.fastq.gz	12858.5BR.28.R1.fastq.gz	12858.5KC.27.R1.fastq.gz	12858.5MR.29.R1.fastq.gz	12858.5TB.26.R1.fastq.gz	12858.6BR.32.R1.fastq.gz	12858.6KC.31.R1.fastq.gz	12858.6MR.33.R1.fastq.gz	12858.6TB.30.R1.fastq.gz	12858.7BR.36.R1.fastq.gz	12858.7KC.35.R1.fastq.gz	12858.7MR.37.R1.fastq.gz	12858.7TB.34.R1.fastq.gz	12858.8BR.40.R1.fastq.gz	12858.8KC.39.R1.fastq.gz	12858.8MR.41.R1.fastq.gz	12858.8TB.38.R1.fastq.gz	12858.9BR.44.R1.fastq.gz	12858.9KC.43.R1.fastq.gz	12858.9MR.45.R1.fastq.gz	12858.9TB.42.R1.fastq.gz
4-methylcatechol-degradation-(ortho-cleavage)	6650.5225	3550.5135	2142.81501	3191.3756	4795.24972	6861.3156	2515.04351	1037.2672	3752.45649	5498.1005	4950.169201	3812.3213	2539.62545	7263.57271	2779.3521	583.03459	2296.633635	4119.49649	5631.52991	662.35002	2230.9442	5419.38289	5852.72442	464.91971	3027.10644	5358.5799	3355.99088	3137.99628	3600.13402	8679.841781	4913.75718	1730.53553	3861.17329	6253.58863	4199.83561	4266.60737	5009.20155	4472.37874	5152.6743	4539.17603	5243.177	5934.78542	6101.98873	3474.58107	3535.59323	8463.38865	4354.1471	1688.94005	4037.9096	3305.64211	3590.68019	5600.8489	4469.08706	4568.19391	5954.59704	410.22394	3384.4274	7270.70167	5412.6635	2386.6145	3460.01128	20806.74246	6736.93333	4227.13176	3577.76252	9910.100808	5285.09663	2441.111	5849.47122	2367.2873	3813.67856	2776.40292	2844.1932	8326.35397	2619.36078	3859.82025	5225.6682	2981.251925	2784.64168	2529.0608	4948.7873	7965.66982	4043.1843	5554.83985	6421.96062	8555.43991	3033.0279	4083.0624	6823.751	7964.495522	2167.785	4429.7942	2470.68152	12353.64763	8380.22545	2152.82912	1887.25492	13504.7083	3309.62009	3847.0383	4199.66419	7566.0819	4333.971149	2077.80629
sucrose-degradation-III-(sucrose-invertase)	15376.6493	10345.29222	6650.63317	15642.77125	16404.08868	15061.9484	20102.63551	10531.41643	11772.27653	10229.7149	19180.01385	16526.0659	9511.39438	12684.30907	12360.52614	10811.55914	8780.284346	6933.9798	20491.43162	9426.29549	12091.9396	7657.97053	13533.66881	13763.54779	10521.95435	8596.32222	10965.54611	11958.47596	14824.85431	7346.062336	9769.08777	8428.45547	8655.44701	9187.46011	14689.68729	14341.92314	8783.32075	6663.47627	17178.4183	12759.5457	14670.98	14034.17902	13471.68741	14736.33886	14082.92292	15612.9622	10553.93367	12670.94525	12977.89246	8544.19489	20362.52748	16758.5	14582.41176	15136.61688	19324.6869	16822.92351	11982.70235	15205.7843	17263.8619	13908.6744	17885.0657	32736.86484	21679.81923	19305.86485	18578.52716	11257.88071	17964.13134	17980.4788	19464.41428	18252.2142	9354.01041	13279.44287	10983.862	31507.70972	25030.92979	17250.34502	13643.0013	7892.408386	13006.31622	13257.391	11545.4232	13145.95265	12668.4915	13601.13895	7323.28726	17931.21583	16393.00352	8676.6712	18165.9666	14271.56305	14896.38897	15173.03486	15434.98447	14615.61156	24180.43733	5884.97576	5572.19291	17054.05762	19552.96965	18887.99	8125.72462	15479.6313	18641.52133	7923.83684
2-aminophenol-degradation	471.4373	0	0	329.63636	126.49311	1828.78243	0	0	0	495.5469	0	286.8061	188.9408	333.23923	110.625	0	0	526.20243	0	0	0	640.94828	0	0	28.04332	2489.66407	66.33822	502.247085	928.39917	2793.060153	0	0	0	2021.54293	478.11562	80.41811	0	2194.41875	0	0	426.7946	1659.06509	0	235.39373	0	0	108.82532	0	0	3051.05499	0	0	0	2963.98121	127.3884	0	201.07637	1494.50158	0	0	87.17041	1505.69536	0	111.03469	194.67276	2812.192058	43.42249	184.2568	0	0	0	0	0	46.08307	0	126.10323	0	0	0	352.05916	0	2147.46778	0	380.18095	102.35003	1143.49147	0	659.9699	0	1133.424022	0	172.47212	156.43384	5365.04256	0	0	58.78048	6380.43065	0	154.4799	0	1403.4372	0	61.49772
superpathway-of-menaquinol-8-biosynthesis-II	867.0288	1211.38843	95.27918	41.90635	299.69008	1487.696	939.68876	224.39682	438.61271	4391.1698	226.305042	1428.3567	314.84307	3848.66183	0	812.71344	180.998139	3124.95494	0	986.61436	0	3794.80489	80.7501	674.76987	0	4358.31845	0	1793.392097	543.05798	2154.807895	0	0	0	3118.83681	0	987.39173	44.88308	2974.55859	134.4877	521.45175	0	8199.02728	35.95503	89.61204	425.29225	2260.84639	89.67928	1134.99972	0	4486.00849	0	0	77.81088	3840.59185	652.60308	835.09722	279.61603	1885.19108	473.2305	2228.37429	107.64562	801.56508	185.07392	178.97097	941.56306	1697.314667	705.47319	672.4375	211.81001	116.3316	11.99316	690.16481	2993.778	345.30054	107.60268	690.82594	190.8227	1573.524822	0	1258.46531	346.2794	4772.26584	0	476.39113	2012.3521	2199.23893	89.71028	1639.4658	1745.4405	1096.306823	0	0	665.47215	3919.08532	1324.13513	81.72206	0	1232.53908	86.74249	0	95.50209	1833.052	74.808154	690.2724
adenosylcobalamin-salvage-from-cobinamide-II	13000.934	5961.7826	3935.92866	13604.73412	8997.60088	9353.1001	5485.61003	7360.03526	9297.98827	7303.6414	9607.109017	12048.6575	5530.0039	8876.8721	6420.79765	7764.85787	6079.004735	5500.80629	19124.81071	7389.80451	6585.9614	6844.43983	9652.35638	6470.20869	6926.96921	8781.17537	6702.67263	6950.983475	8271.48498	9043.387356	9225.55976	3232.54711	11970.44388	7692.68249	9741.10224	11931.32923	7266.1417	4598.75064	12027.3741	12470.10621	11763.04	12693.88699	11155.24693	6927.08318	10066.84484	12030.72946	8438.15046	5771.88825	9862.62362	6467.32201	14814.88013	12712.1508	11475.65834	13353.78286	12230.95545	5483.35554	10691.85014	13644.06018	11137.6443	11020.60402	10762.97625	32238.71559	12930.34592	11893.36792	11991.4218	13771.55427	12082.58074	7783.5851	13074.92949	4701.526	7479.22965	9248.44194	10373.1739	31883.4578	4880.79012	14033.44659	13293.7484	4727.51539	5618.08619	8242.77632	10143.3604	11359.06746	8336.8901	10574.11098	7330.65251	13037.12061	7233.30595	7562.2368	10953.4468	11004.15441	5129.7489	11532.08426	5177.30508	14592.00209	15988.74042	3402.99231	9010.83472	15441.54872	10099.35907	9910.9247	10122.48142	10708.2668	11112.00006	4664.48637
superpathway-of-5-aminoimidazole-ribonucleotide-biosynthesis	38216.497	15736.45079	13700.94789	27829.4735	28301.20311	36728.98539	26267.79212	25242.24508	25179.74668	22970.0509	31327.20781	32937.875	17629.80476	33635.64996	20839.21709	16317.00158	18081.87597	22977.48166	22865.26999	21121.17653	21727.7398	23887.51774	25886.50512	22351.71762	21591.19088	28393.00883	17109.14258	23410.23751	27594.39839	31176.2854	18213.07488	16191.12159	20377.08082	30403.55643	33563.92597	31615.17468	18387.08756	23029.13334	36406.0515	33431.08968	33999.5	44743.43956	30113.26026	24564.16394	32681.71283	34425.53104	23740.18478	21806.66519	29791.27063	34549.25384	44482.49442	32646.1435	33956.23085	43856.63531	42800.77754	26656.16042	38381.12027	40253.2386	34981.8163	32854.51603	34999.75909	46286.93455	42753.10051	40621.10629	36158.92184	39018.62132	37351.85764	28162.7649	42057.09109	26767.1135	20319.76296	27855.09915	34572.1352	39952.57198	35664.4883	37014.17305	35513.2045	41283.97517	24880.96895	26123.18643	29454.7076	47078.01066	25099.6871	27382.89975	10670.94293	40869.72722	28426.42921	21661.7432	33871.533	31167.92551	24285.22327	27798.9117	23728.25148	50139.51073	41326.2611	9839.70122	22885.94539	54089.84103	33485.02665	33631.6227	23510.58103	29905.3354	29076.25063	15459.65357
palmitoleate-biosynthesis-I-(from-(5Z)-dodec-5-enoate)	28899.6207	14513.66518	10005.39609	19619.64751	25696.78113	28567.88318	24340.26601	6805.77208	18003.65598	23558.8339	29019.84396	20968.401	12666.61368	29280.349	16664.94874	6327.74713	12650.16951	16753.74098	36135.00231	3165.87071	14507.0742	20088.16406	24694.73147	5391.97336	15780.63874	24666.39863	15284.79863	11511.66155	18107.48172	33650.93066	27009.44981	7452.73506	24467.19728	27520.53514	32654.75405	21087.17175	21288.38079	19342.67334	30507.9518	23286.66665	26932.94	36946.36113	33243.55826	13891.59521	19044.48983	48464.9184	26889.94327	10484.59747	25946.38196	22863.44129	26013.70943	24949.6109	28488.88946	31638.99118	33826.73107	3650.80009	21852.3064	35955.10465	32426.0115	11625.0766	27636.81709	69051.4829	34925.90299	21323.15842	22823.5555	34949.82365	33117.58008	13668.9088	38990.22411	13417.2878	19572.73826	11290.95104	19593.3782	63270.05804	16841.95726	26094.16636	25286.1649	23979.50645	16164.07349	15754.62822	22428.305	47909.60795	22880.2673	21496.77899	15754.89419	39037.08685	24991.43844	18492.7088	25922.1522	34644.60374	16569.61705	19497.0085	14619.53038	44959.09978	40946.81904	7948.1583	11669.12721	45811.21132	23266.59503	18434.2245	18342.67169	28932.4465	27990.90985	9895.95412
galactose-degradation-I-(Leloir-pathway)	19405.9623	11820.06522	7544.10588	12834.2492	18374.32202	24011.13073	19098.08817	11983.0439	15734.9951	12337.6305	20444.99856	22013.2393	9231.74368	15283.04395	14133.79898	11992.55947	11166.39271	12818.70289	6028.43789	8266.64188	14261.6116	9678.46337	15502.07752	10394.27736	12791.57349	13416.78266	12056.97919	15445.22016	16806.28094	9588.366592	9310.70335	10967.84905	10675.84445	16077.78668	16606.41162	20049.68039	9539.29926	12088.41373	21715.8975	17235.1486	19360.26	20099.65707	16719.22291	14033.57705	15926.85317	11543.12057	13104.86849	11831.44548	17641.075	19979.69668	26525.94785	19023.0236	21665.31658	23448.78774	23972.38405	13697.47267	28657.40738	22016.10579	21132.1125	18102.29625	22753.87079	13902.90901	27470.44781	26543.5214	23384.36237	21604.11059	25003.32611	15614.4935	26983.42877	21290.381	11353.77043	12795.37788	15082.54	1842.92484	29391.72071	16958.83373	19055.7242	31230.56901	15679.78966	12085.68495	14688.6511	24218.76389	15332.5923	17321.09094	5381.20612	22820.88151	17060.91837	12132.5693	20835.9898	15904.32333	15596.04319	15772.02029	15199.12841	24461.53033	26119.01093	5542.42788	12687.68447	27768.58742	22204.10455	20649.5603	8113.16905	15741.396	18770.3675	8017.69634
superpathway-of-vanillin-and-vanillate-degradation	683.7498	979.7783	0	676.33489	565.2543	1128.61931	0	195.56536	294.17866	543.4187	758.323756	1585.3237	0	530.86653	573.26033	0	226.152455	502.65319	31.99432	161.99761	0	696.84098	492.86128	0	0	1110.79936	114.95565	458.685959	275.37474	1273.693265	329.83177	271.2605	0	1341.60915	323.10181	1527.50161	468.71439	1024.56263	671.9788	1107.9902	806.5485	2237.04678	988.54932	848.79837	382.11965	2659.61956	128.18775	497.25027	836.35132	1274.40022	427.43173	770.498	1756.25949	1248.56218	617.88203	0	885.37893	1210.32206	1133.6281	641.70335	360.66411	632.35442	428.01399	901.29187	1037.20322	1578.040363	1276.15963	446.1075	876.32534	627.9584	442.99963	602.68112	0	0	0	820.23767	1196.1821	604.468677	180.11602	995.40222	693.7491	1947.62162	1159.9549	1451.56494	0	1644.31642	823.51664	965.8775	650.9888	2120.712947	489.71892	1265.1552	0	2392.02864	1877.96546	0	0	2243.20537	1176.73813	765.1814	175.50363	1245.7254	1547.318641	0
syringate-degradation	1236.8519	1732.01787	0	1659.00642	0	2569.44044	0	381.38365	0	0	1412.159289	2565.0665	0	0	0	0	0	0	0	348.18562	0	0	810.70197	0	0	1987.7581	0	778.44512	526.87793	2873.080485	0	886.58467	0	2993.81597	0	2666.11087	0	2010.57509	0	2028.9549	1626.507	0	1736.0765	1313.28221	1146.03616	0	0	1262.48744	1416.77074	1952.21092	728.55575	1220.2487	2921.98381	0	0	0	1557.5962	2229.9677	2297.5204	1059.41597	677.29258	1277.61043	0	1714.051	1617.53794	0	2261.08567	839.6444	1647.54797	1086.3035	767.59902	1094.63468	904.971	0	0	1290.83702	2205.4325	0	0	1520.23818	1261.6583	5555.93928	1893.1887	2339.11337	0	2975.61544	0	1546.1136	0	3700.468852	0	2652.88627	0	4323.56481	2906.76348	0	0	5095.46465	2133.48756	1260.4219	0	2366.304	0	0
purine-nucleotides-degradation-II-(aerobic)	28908.352	10136.5016	9825.94794	18173.11676	20433.02092	26312.66189	18177.68619	10749.9659	19296.95792	17802.8004	22182.64992	19499.2708	13006.3737	19596.65148	14935.74596	6746.39856	13255.20977	16197.73799	12201.10573	7240.62464	15899.0936	14073.11671	19321.54315	7196.77813	17990.23164	21483.06079	14597.64881	14661.65202	19966.93755	21129.591	16606.03096	10005.54355	12968.84096	24187.84292	25943.57291	21625.91119	14096.07534	17861.6158	25146.4764	22160.90542	27417.41	30030.01406	21682.32862	15983.98051	19840.90588	21490.27138	19395.47329	12008.96843	20709.72731	27945.38291	33448.35785	22789.0143	24065.27261	36605.89714	29251.47149	10824.85135	24800.32432	33540.68344	26961.8577	17400.78869	25546.51455	29033.67798	35741.69161	23233.23221	23469.0836	31218.39336	27373.93443	18719.8984	27522.77577	15264.6102	14646.19453	16468.89714	24726.4876	11183.08219	16084.74579	22892.73968	26477.0971	21258.10805	16704.19135	13806.9203	21401.2108	33942.8236	19010.5658	20402.2955	8093.01021	29570.05964	17383.87419	17133.3231	25591.5027	23384.32224	11981.59246	16948.41471	14678.83612	31306.05296	31492.12954	6655.67601	14540.15952	35333.93125	20897.70204	19299.6241	16229.09222	21546.063	20689.58731	10116.60706
mono-trans-poly-cis-decaprenyl-phosphate-biosynthesis	16436.8602	4239.2121	4826.23316	6883.51614	8232.89831	11949.75753	6504.63172	5255.29494	9402.21205	2673.0986	8402.621536	12702.6002	7075.60337	5956.52663	6167.87879	2827.67745	6367.134695	5370.93085	1717.24939	7697.60923	8482.0419	3797.20578	6705.33292	9155.7494	8772.97509	6150.69454	4856.24208	11374.06039	11484.06365	5824.668318	1628.16684	8478.05831	3330.04205	8705.68615	8447.73342	11668.51575	4600.36044	6710.4868	9662.2702	9991.83023	14137.96	7199.65105	7804.62294	11863.43199	11572.65373	1989.25543	5593.09687	7193.49665	10400.39211	11238.83382	17815.02683	12898.2029	12224.08587	13652.77264	12178.97598	12123.5075	21386.13247	12239.13953	10962.6874	12908.6805	13787.42918	8229.87133	11510.11711	17713.5921	14352.07928	12285.201	12791.1428	14422.9193	10482.73059	7858.4661	5771.8149	11038.64002	8818.028	47.82504	6617.07364	10656.5107	11666.7526	2389.432746	9635.30484	6692.64662	9876.1099	8538.54968	7111.3571	10980.70125	900.72827	8846.61777	7590.98654	6939.3923	10217.571	5996.145832	8124.7847	7924.09496	5147.88516	12318.66635	11785.62778	3386.62185	4543.53704	14752.61129	11069.51253	12073.9732	5697.06841	7802.5108	7070.376402	5955.30589
peptidoglycan-biosynthesis-III-(mycobacteria)	34275.0507	26607.42024	13052.8968	26591.09603	26866.51876	31951.04897	24543.13743	28292.82634	24050.42053	19921.7315	29678.29042	31928.1036	15953.55996	27456.0144	19503.13507	15336.01308	17135.12745	19188.85761	23217.19037	21140.49422	19842.7673	18977.96125	23645.81316	21209.87376	19696.26932	24515.14751	16598.23132	23684.76671	24295.98601	26050.80987	17601.68197	16278.95021	19268.12573	25877.04924	28342.04601	32646.76436	16699.38277	19351.09131	33765.7759	31316.43027	30981.5	35303.33655	28099.76572	26704.25323	29966.47983	28869.70296	22208.98066	21458.36966	27434.26073	29305.60465	40519.76506	30076.1092	31017.93814	36865.30252	37604.94797	24160.56838	34018.08786	34681.98694	31401.1982	32354.70177	31932.93947	42428.32501	39968.00366	39121.09485	34293.93694	33175.37737	34199.16711	25892.3931	39022.8738	20915.1044	18803.74202	26272.26825	31127.7687	37875.78598	27380.74552	35318.32068	32564.9598	37683.38654	22832.15457	25095.54633	27213.175	39739.01218	23072.7665	26377.87187	10576.3111	36345.5009	26438.13831	19795.7029	33847.9883	27705.19025	22525.55734	31080.03436	20093.6911	39416.99988	38423.33927	10124.16288	25422.40326	42192.66849	31916.54685	34270.4305	22877.80773	26455.9556	27390.31189	14549.71647
UDP-N-acetylmuramoyl-pentapeptide-biosynthesis-II-(lysine-containing)	34445.4652	25785.69503	13061.93394	26482.4762	27091.2158	32104.92666	25147.79606	28277.70735	24100.0284	20154.0191	29778.61697	32189.1769	16381.3163	27778.63264	19726.35197	15525.95549	17285.01228	19415.60534	23078.08878	21033.44231	20225.3537	19124.93932	24214.59858	21224.81176	19899.46771	24808.97444	16764.43834	23659.92524	24973.10251	26288.62063	17624.96044	16372.53742	19394.17852	26056.64679	28776.86976	32549.32695	16759.89345	19577.35943	34067.9112	31690.34072	31288.68	35909.27372	28417.46243	26736.25739	30452.42376	29180.05293	22263.34332	21890.28415	27960.19968	29594.34907	40971.80634	30286.3962	31246.69182	37591.78865	38529.64428	24656.38634	34188.25545	35252.04502	31891.5596	32563.46405	32324.16954	42581.47436	40542.60161	39496.99567	34539.44673	33917.45109	34718.31303	26121.4035	39296.34951	24553.1687	18852.87128	26114.1295	31497.5949	37802.61807	33893.03538	35347.99447	32862.8308	37216.63743	23020.53037	25642.84141	27524.8203	39969.42639	23576.4009	26667.57653	10588.06642	36456.97335	26665.76656	20000.0389	34262.4255	27765.86533	22766.89345	31053.05921	22706.00807	39951.53075	38645.47503	10132.53228	25437.84588	42895.24274	32054.41843	34631.0311	22866.73214	26562.6798	27522.94474	14556.73905
UDP-N-acetylmuramoyl-pentapeptide-biosynthesis-I-(meso-diaminopimelate-containing)	34537.4207	27176.0661	13221.576	26897.01519	27195.27554	32507.82774	24959.66398	28646.65808	24279.80939	20234.0109	30068.61805	32213.0272	16353.24262	27903.48999	19802.099	15637.75609	17310.65997	19467.41772	23562.94262	21471.00472	20092.8652	19298.68892	24208.73263	21470.95291	19869.63428	24977.59198	16798.53695	23934.56179	24922.41159	26508.37777	17817.51311	16398.46613	19452.11852	26222.62752	28669.86472	33047.91564	16887.97596	19728.53315	34172.013	31720.0549	31237.97	35925.83641	28480.19533	26933.90691	30231.09058	29297.62144	22431.11457	21631.33645	27931.53656	29885.01063	40916.168	30301.7415	31355.95519	37516.38768	38525.47913	24391.35758	34262.45953	35227.52417	31866.624	32663.65273	32210.21498	42760.86128	40559.49396	39419.09242	34622.04998	33707.16013	34603.3093	26064.8388	39396.61304	24272.4416	19019.64915	26549.46953	31462.6733	38476.0566	33410.02808	35666.89357	32816.4965	38688.63807	23116.6548	25425.32975	27474.348	40580.17518	23535.3448	26572.09408	10674.09039	36992.70066	26756.60399	20028.8772	34239.1951	28243.27874	22839.5673	31453.89749	22418.19531	40202.93234	38870.28958	10229.88194	25720.65463	43041.49786	32352.8588	34571.3502	23256.46207	26874.9662	27796.16243	14685.99169
superpathway-of-23-butanediol-biosynthesis	6414.4161	1264.84485	1740.81562	1862.82873	4199.25313	8436.59175	4700.62808	931.65098	3142.64165	2264.1833	4289.499506	3145.0338	4081.1491	3430.40672	2727.51448	572.53055	1875.186274	3619.00104	735.34643	621.99447	3038.4263	3778.41806	3443.54038	1365.29967	4048.71853	7599.90204	2323.33529	2417.903979	5277.8683	9018.376569	2335.35879	2019.5786	2967.24912	8042.92743	7304.52927	2824.9017	3189.29285	7760.00625	4016.3777	3070.88137	5061.534	8534.5532	3623.48702	4476.21768	5016.30907	2756.88603	3488.17652	3142.50384	3455.54567	11788.3008	6000.29267	2839.7386	5100.64673	10950.38024	6057.24149	4991.04476	3251.6708	7829.5102	4846.6794	2289.34848	4488.51812	8372.31504	6674.55777	4527.43363	4451.75504	8894.156916	4285.89012	5256.7376	3221.75016	1888.0893	2882.40425	2944.44765	4474.0883	1910.24915	2934.01804	1744.46579	4225.7925	2005.916336	4566.3677	4287.83298	3230.1511	10311.72787	3479.5528	4075.40141	1462.83707	6807.00161	4236.86648	2767.327	3841.1244	5468.68536	3770.81747	3140.16209	4707.94063	13320.49499	4744.68179	1443.91784	1151.56581	16434.28188	3628.63694	4865.578	2268.70854	5424.315	5038.028312	1819.70853
mycolyl-arabinogalactan-peptidoglycan-complex-biosynthesis	6700.3004	1480.50501	1568.25124	4029.57894	1313.21399	3477.28125	1740.89889	2650.97157	3059.58376	537.1149	1531.652706	5009.8803	2176.05472	1072.71403	1127.90555	1311.51417	1846.661604	705.82769	302.68391	3650.08541	2916.9122	932.54019	1230.36655	4760.16237	2242.92908	2489.43895	1227.98641	4284.337716	3752.04335	2603.162885	48.88902	2744.34181	921.42965	2622.00656	1951.94302	3998.48606	971.98161	2675.41712	1680.5514	4221.90935	4203.383	1949.48037	707.56918	5406.40464	3880.10141	578.58323	1515.3765	3886.97846	1135.40538	4137.23932	4621.18023	5710.8458	1918.75305	5339.11769	2417.45238	7294.53238	2761.84973	4104.25781	1632.7919	5791.06692	3071.38989	2581.20329	2290.25909	6132.67585	4126.59001	8989.722327	2161.55489	7138.9997	2440.12109	3174.7508	1424.08551	5965.68658	2133.7538	26.17842	1400.41923	5451.10453	4689.7683	438.435322	3281.82491	3190.68216	2465.2894	2564.88789	1700.6009	3521.08688	228.65648	2272.30818	1118.94946	1953.4542	2518.5476	1066.472806	1438.39362	3132.74455	1790.10886	5007.91399	3494.14924	1445.85764	1284.5301	6881.9595	2256.93556	4211.4838	2280.00714	1572.1768	1348.042365	2843.9712
superpathway-of-mycolyl-arabinogalactan-peptidoglycan-complex-biosynthesis	0	2533.67126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5917.04559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3744.49953	0	0	1574.73214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kdo-transfer-to-lipid-IVA-III-(Chlamydia)	16160.52	5099.17	4752.05	8763.04	11112.46	12139.6	11471.05	6418	9795.95	12003.4	13714.1	9857.09	6150.38	15171.74	7186.01	3729.69	6501.22	9159.68	19859.56	3714.52	8843.45	11466.51	9976.01	3107.25	10493.62	13461.89	6708.18	5998.5	9022.84	19360.13	14874.98	3390.2	13880.06	14501.23	19801.52	10362.67	10817.59	10086.85	14208.6	12765.5	16009.73	21511.74	17378.8	5434.95	12294.73	23844.9	14333.37	4585.82	13562	12579.83	18025.77	9699.69	13813.34	17026.87	15466.78	2301.47	10817.97	17168.86	15642.7	8655.07	14930.09	32682.67	16240.54	10556.66	12781.21	16163.08	15065.07	6325.75	21414.77	4209.5	9584.77	4855.62	14196.55	35503	5997.9	12274.9	17322.61	7902.08	7827.99	8038.37	12963.73	22356.8	10895.5	9484.75	9064.35	16055.37	12520.9	8872.9	12220.48	14578.18	7500.3	9849.96	7085.5	22924.6	18626.96	3633.12	11093.55	20721.07	9964.99	9338.55	9622.25	12573.65	12264.28	4430.6
peptidoglycan-biosynthesis-V-(&beta;-lactam-resistance)	10533.2216	7074.4571	5392.6065	5102.49136	7658.79845	7917.12121	6992.94184	6985.30902	7656.03078	885.0691	5426.749165	12015.8507	4871.91014	2567.41892	3287.92444	3008.85651	6511.813629	1188.12942	878.26089	2274.52428	6129.597	0	3753.11775	6903.38788	6272.22313	65.79526	4668.3987	8447.631451	7035.53142	583.871366	1434.51191	8050.30131	3014.15918	1019.82571	2074.28351	11644.90094	3488.11379	95.47971	8330.5067	10626.49552	9455.521	374.33286	1079.39864	13540.22813	12353.16983	849.50109	2865.71507	11094.02588	4948.99662	2905.35956	12438.81717	10456.6898	6404.65971	1696.96569	8205.18059	12436.85742	6853.74317	4610.34066	4667.6531	9751.66398	6500.57525	1055.73017	6719.58649	15897.35398	13938.14526	1591.250408	7742.8207	10461.5926	12273.05117	3355.5767	3595.78472	8244.75499	10092.5796	292.90026	3082.07688	7336.69411	11177.6675	2420.824777	7634.32062	12972.4404	10453.2677	3746.76936	6767.0752	11340.38465	452.5628	3320.96261	4635.17387	6783.5333	15143.1321	1652.218373	4378.4348	13116.0813	5719.31643	5706.66951	5067.7728	4047.7062	6742.40728	5034.23853	12420.81286	16354.9808	6872.58244	2300.8824	4230.513526	4343.97807
